영업일자,영업장명,상품명,상품영문명,할인구분여부,판매수량
2024-12-20,In Room Dining(K),콜라(250ml),Coke,N,1
2024-12-20,In Room Dining(K),특별해장국(시래기해장국),Dried Radish Leaf Hangover Soup,N,5
2024-12-20,In Room Dining(K),팬 케이크(P),Pan Cakes,N,1
2024-12-20,In Room Dining(K),하이원 비프 치즈 버거,Beef Cheeseburger with Sloppy Joe,N,6
2024-12-20,In Room Dining(K),한국식 조찬,Korean Breakfast,N,14
2024-12-20,In Room Dining(K),한우 불고기 정식,"Traditional Korean Beef ""Bulgogi"" Pan-fried",N,3
2024-12-20,In Room Dining(K),해산물 토마토스파게티,Seafood Spaghetti with Tomato Sauce,N,1
2024-12-20,In Room Dining(K),활전복죽,Rice Porridge “Jeonbok-juk” with Live Abalone and Condiments ,N,6
2024-12-20,In Room Dining(K),후라이드 닭다리살과 오징어튀김,Fried Chicken Drumstick and Grilled Sausage,N,2
2024-12-21,In Room Dining(K),(VIP) F1,F1(VIP),N,4
2024-12-21,In Room Dining(K),(컨)간고등어구이정식,Grilled Salted Mackerel,N,6
2024-12-21,In Room Dining(K),(컨)계란후라이,Fried Eggs,N,1
2024-12-21,In Room Dining(K),(컨)계절과일과 모둠치즈,Fresh Fruits & Assorted Cheeses,N,1
2024-12-21,In Room Dining(K),(컨)공기밥,Steamed Rice,N,5
2024-12-21,In Room Dining(K),(컨)김추가,,N,1
2024-12-21,In Room Dining(K),(컨)김치찌개,Kimchi Stew,N,6
2024-12-21,In Room Dining(K),(컨)낙지볶음과 소면,"Sauteed Fresh Small Octopus “Nakji-bokkeum” with Noodle, Green Salad, Watery Kimchi ",N,2
2024-12-21,In Room Dining(K),(컨)따뜻한 커피,Coffee,N,2
2024-12-21,In Room Dining(K),(컨)딸기라떼,Strawberry Latte,N,1
2024-12-21,In Room Dining(K),(컨)미국식 조식(P),American Breakfast,N,1
2024-12-21,In Room Dining(K),(컨)아이스커피,Ice Coffee,N,1
2024-12-21,In Room Dining(K),(컨)안심 고사리 파스타(P),Beef Tenderloin Fern Oil Pasta,N,1
2024-12-21,In Room Dining(K),(컨)안심크림 스파게티,Pasta/ Creme di Manzo (Beef Tenderloin),N,3
2024-12-21,In Room Dining(K),(컨)전복 된장찌개,Baby Abalone & Black Soybean,N,3
2024-12-21,In Room Dining(K),(컨)찹스테이크,Beef Tenderloin Chop Steak,N,1
2024-12-21,In Room Dining(K),(컨)키위주스,Fresh Kiwi Juice,N,1
2024-12-21,In Room Dining(K),(컨)팬 케이크(P),Pan Cakes,N,4
2024-12-21,In Room Dining(K),(컨)한국식 조찬,Korean Breakfast,N,4
2024-12-21,In Room Dining(K),(컨)한우버섯 불고기정식,"Korean Beef ""Bulgogi""",N,1
2024-12-21,In Room Dining(K),(컨)활 전복죽,Rice Porridge with Abalone,N,1
2024-12-21,In Room Dining(K),(컨)활전복 보양탕,Medicinal Mushroom & Abalone Health Soup,N,1
2024-12-21,In Room Dining(K),1340문배주(300ml),Munbaeju,N,3
2024-12-21,In Room Dining(K),간고등어정식,Grilled Salted Mackerel,N,1
2024-12-21,In Room Dining(K),계란후라이,Fried Eggs,N,2
2024-12-21,In Room Dining(K),계절과일 (1인),Fresh Fruits in Season (Per Person),N,1
2024-12-21,In Room Dining(K),고메박스(P),Gourmet Box,N,1
2024-12-21,In Room Dining(K),곤드레 돌솥보리밥,Stone-cooked Barley Rice in Gondeure Soybean Paste with Dried Radish Greens,N,4
2024-12-21,In Room Dining(K),공기밥,Steamed Rice,N,11
2024-12-21,In Room Dining(K),김치찌개,Pork and Kimchi Stew,N,17
2024-12-21,In Room Dining(K),꽃등심스테이크,Grilled Beef Rib-eye Steak with Red wine sauce,N,1
2024-12-21,In Room Dining(K),낙지볶음소면,Sauteed Small Octopus with Noodles,N,6
2024-12-21,In Room Dining(K),더덕 흑돼지구이,Grilled Black Pork and Deodeok,N,1
2024-12-21,In Room Dining(K),딸기라떼,Strawberry Latte,N,1
2024-12-21,In Room Dining(K),마늘빵,Garlic Bread,N,1
2024-12-21,In Room Dining(K),메론 (1인),Melon(Per Person),N,1
2024-12-21,In Room Dining(K),모닝롤(2ea),,N,1
2024-12-21,In Room Dining(K),모둠 계절과일,Platter of Various Fresh Fruit,N,2
2024-12-21,In Room Dining(K),미국식 조식(P),American Breakfast,N,2
2024-12-21,In Room Dining(K),미나리 꼬리 곰탕(P),Water Parsley Oxtail Soup,N,2
2024-12-21,In Room Dining(K),산야초 은갈치조림,Wild Vegetation Hairtail Stew,N,1
2024-12-21,In Room Dining(K),소등심 가지볶음,Stir-fried Beef Sirloin with Eggplant in Hot Spices,N,1
2024-12-21,In Room Dining(K),아메리카노(로봇),Americano(AI),N,11
2024-12-21,In Room Dining(K),아이스 아메리카노(로봇),Iced Americano(AI),N,6
2024-12-21,In Room Dining(K),아이스커피 ,Ice Coffee,N,3
2024-12-21,In Room Dining(K),안심 크림소스 스파게티,Beef Tenderloin Spaghetti,N,2
2024-12-21,In Room Dining(K),안심스테이크,Tenderloin Steak,N,1
2024-12-21,In Room Dining(K),약선 활전복 보양탕,Medicinal Mushroom & Abalone Health Soup,N,1
2024-12-21,In Room Dining(K),어린이-새우볶음밥&소떡세트,Shirimp Fried Rice & Octopus-Shaped Sausage ,N,1
2024-12-21,In Room Dining(K),어린이-안심크림파스타,Sirloin Cream Tricolor Pasta,N,1
2024-12-21,In Room Dining(K),어린이-치즈불고기정식,"Children-""Bulgogi"" Pan-fried",N,2
2024-12-21,In Room Dining(K),얼음,Ice bucket,N,2
2024-12-21,In Room Dining(K),연인패키지(과일+와인),couple pakage,N,2
2024-12-21,In Room Dining(K),일품진로(375ml),Super Premium Soju,N,2
2024-12-21,In Room Dining(K),전복 된장찌개,"Baby abalone &Black soybean, Bean paste soup",N,5
2024-12-21,In Room Dining(K),청양고추(4ea),,N,1
2024-12-21,In Room Dining(K),카스(330ml),Cass beer,N,4
2024-12-21,In Room Dining(K),콜라(250ml),Coke,N,1
2024-12-21,In Room Dining(K),특별해장국(곤드레해장국),Thistle Hangover Soup,N,3
2024-12-21,In Room Dining(K),특별해장국(시래기해장국),Dried Radish Leaf Hangover Soup,N,1
2024-12-21,In Room Dining(K),하우스1340 (R),House Red Wine,N,2
2024-12-21,In Room Dining(K),하이원 비프 치즈 버거,Beef Cheeseburger with Sloppy Joe,N,2
2024-12-21,In Room Dining(K),한국식 조찬,Korean Breakfast,N,10
2024-12-21,In Room Dining(K),한우 불고기 정식,"Traditional Korean Beef ""Bulgogi"" Pan-fried",N,3
2024-12-21,In Room Dining(K),해산물 토마토스파게티,Seafood Spaghetti with Tomato Sauce,N,2
2024-12-21,In Room Dining(K),활전복죽,Rice Porridge “Jeonbok-juk” with Live Abalone and Condiments ,N,2
2024-12-21,In Room Dining(K),후라이드 닭다리살과 오징어튀김,Fried Chicken Drumstick and Grilled Sausage,N,2
2024-12-22,In Room Dining(K),(VIP) A/C1,A. Cheese(VIP),N,1
2024-12-22,In Room Dining(K),(VIP) F/C2,A.Fruits((VIP),N,1
2024-12-22,In Room Dining(K),(VIP) F1,F1(VIP),N,5
2024-12-22,In Room Dining(K),(컨)1340문배주(300ml),Munbaeju,N,1
2024-12-22,In Room Dining(K),(컨)간고등어구이정식,Grilled Salted Mackerel,N,2
2024-12-22,In Room Dining(K),(컨)계절과일과 모둠치즈,Fresh Fruits & Assorted Cheeses,N,2
2024-12-22,In Room Dining(K),(컨)공기밥,Steamed Rice,N,9
2024-12-22,In Room Dining(K),(컨)김치찌개,Kimchi Stew,N,12
2024-12-22,In Room Dining(K),(컨)낙지볶음과 소면,"Sauteed Fresh Small Octopus “Nakji-bokkeum” with Noodle, Green Salad, Watery Kimchi ",N,1
2024-12-22,In Room Dining(K),(컨)따뜻한 커피,Coffee,N,1
2024-12-22,In Room Dining(K),(컨)딸기라떼,Strawberry Latte,N,1
2024-12-22,In Room Dining(K),(컨)미국식 조식(P),American Breakfast,N,2
2024-12-22,In Room Dining(K),(컨)미나리 꼬리 곰탕(P),Water Parsley Oxtail Soup,N,2
2024-12-22,In Room Dining(K),(컨)소고기등심 가지볶음,Stir-fried Beef Sirloin,N,1
2024-12-22,In Room Dining(K),(컨)아이스커피,Ice Coffee,N,1
2024-12-22,In Room Dining(K),(컨)안심크림 스파게티,Pasta/ Creme di Manzo (Beef Tenderloin),N,2
2024-12-22,In Room Dining(K),(컨)어린이-모듬튀김,Children-Assorted Fried Food Formality,N,1
2024-12-22,In Room Dining(K),(컨)어린이-치즈불고기정식,"Children-""Bulgogi"" Pan-fried",N,4
2024-12-22,In Room Dining(K),(컨)어린이-활전복죽,Children-Abalone Rice Porridge,N,2
2024-12-22,In Room Dining(K),(컨)오렌지주스,Fresh Orange Juice,N,1
2024-12-22,In Room Dining(K),(컨)전복 된장찌개,Baby Abalone & Black Soybean,N,3
2024-12-22,In Room Dining(K),(컨)찹스테이크,Beef Tenderloin Chop Steak,N,2
2024-12-22,In Room Dining(K),(컨)한국식 조찬,Korean Breakfast,N,2
2024-12-22,In Room Dining(K),(컨)한우버섯 불고기정식,"Korean Beef ""Bulgogi""",N,1
2024-12-22,In Room Dining(K),(컨)활 전복죽,Rice Porridge with Abalone,N,1
2024-12-22,In Room Dining(K),(컨)후라이드 닭다리살과 오징어튀김,Fried Chicken Thighs and Fried Whole Calamari,N,3
2024-12-22,In Room Dining(K),1340문배주(300ml),Munbaeju,N,2
2024-12-22,In Room Dining(K),F2 (통과일바구니-중),F2 (통과일바구니-중),N,1
2024-12-22,In Room Dining(K),간고등어정식,Grilled Salted Mackerel,N,6
2024-12-22,In Room Dining(K),계란후라이,Fried Eggs,N,4
2024-12-22,In Room Dining(K),곤드레 돌솥보리밥,Stone-cooked Barley Rice in Gondeure Soybean Paste with Dried Radish Greens,N,10
2024-12-22,In Room Dining(K),공기밥,Steamed Rice,N,27
2024-12-22,In Room Dining(K),김치찌개,Pork and Kimchi Stew,N,19
2024-12-22,In Room Dining(K),꽃등심스테이크,Grilled Beef Rib-eye Steak with Red wine sauce,N,6
2024-12-22,In Room Dining(K),낙지볶음소면,Sauteed Small Octopus with Noodles,N,7
2024-12-22,In Room Dining(K),더덕 흑돼지구이,Grilled Black Pork and Deodeok,N,3
2024-12-22,In Room Dining(K),더덕주(360ml),Deodeokju,N,1
2024-12-22,In Room Dining(K),딸기라떼,Strawberry Latte,N,2
2024-12-22,In Room Dining(K),마늘빵,Garlic Bread,N,1
2024-12-22,In Room Dining(K),모둠 계절과일,Platter of Various Fresh Fruit,N,1
2024-12-22,In Room Dining(K),미국식 조식(P),American Breakfast,N,2
2024-12-22,In Room Dining(K),미나리 꼬리 곰탕(P),Water Parsley Oxtail Soup,N,3
2024-12-22,In Room Dining(K),비프 머쉬룸 마샬라,Beef Mushroom Marsala,N,1
2024-12-22,In Room Dining(K),산야초 은갈치조림,Wild Vegetation Hairtail Stew,N,1
2024-12-22,In Room Dining(K),설중매(360ml),Seoljungmae is Korean Traditional green Plum Wine with a Mild Flavor and Tastes,N,2
2024-12-22,In Room Dining(K),아메리카노(로봇),Americano(AI),N,19
2024-12-22,In Room Dining(K),아이스 아메리카노(로봇),Iced Americano(AI),N,18
2024-12-22,In Room Dining(K),아이스커피 ,Ice Coffee,N,1
2024-12-22,In Room Dining(K),안심 고사리 파스타(P),Beef Tenderloin Fern Oil Pasta,N,2
2024-12-22,In Room Dining(K),안심스테이크,Tenderloin Steak,N,2
2024-12-22,In Room Dining(K),어린이-모듬튀김정식,Children-Assorted Fried Food Formality,N,1
2024-12-22,In Room Dining(K),얼음,Ice bucket,N,1
2024-12-22,In Room Dining(K),연인패키지(과일+와인),couple pakage,N,4
2024-12-22,In Room Dining(K),일품진로(375ml),Super Premium Soju,N,6
2024-12-22,In Room Dining(K),전복 된장찌개,"Baby abalone &Black soybean, Bean paste soup",N,6
2024-12-22,In Room Dining(K),주방장 추천스프,Chef's Special Soup,N,1
2024-12-22,In Room Dining(K),찹 스테이크,Chop Steak(Beef Tenderloin),N,2
2024-12-22,In Room Dining(K),카스(330ml),Cass beer,N,3
2024-12-22,In Room Dining(K),커피,Coffee,N,1
2024-12-22,In Room Dining(K),콜라(250ml),Coke,N,1
2024-12-22,In Room Dining(K),특별해장국(곤드레해장국),Thistle Hangover Soup,N,6
2024-12-22,In Room Dining(K),팬 케이크(P),Pan Cakes,N,1
2024-12-22,In Room Dining(K),포기김치,Kimchi,N,1
2024-12-22,In Room Dining(K),하우스1340 (R),House Red Wine,N,2
2024-12-22,In Room Dining(K),하이원 비프 치즈 버거,Beef Cheeseburger with Sloppy Joe,N,6
2024-12-22,In Room Dining(K),한국식 조찬,Korean Breakfast,N,10
2024-12-22,In Room Dining(K),한우 불고기 정식,"Traditional Korean Beef ""Bulgogi"" Pan-fried",N,2
2024-12-22,In Room Dining(K),해산물 토마토스파게티,Seafood Spaghetti with Tomato Sauce,N,8
2024-12-22,In Room Dining(K),활전복죽,Rice Porridge “Jeonbok-juk” with Live Abalone and Condiments ,N,4
2024-12-22,In Room Dining(K),후라이드 닭다리살과 오징어튀김,Fried Chicken Drumstick and Grilled Sausage,N,5
2024-12-23,In Room Dining(K),(VIP) F1,F1(VIP),N,5
2024-12-23,In Room Dining(K),(컨)간고등어구이정식,Grilled Salted Mackerel,N,3
2024-12-23,In Room Dining(K),(컨)계절과일과 모둠치즈,Fresh Fruits & Assorted Cheeses,N,1
2024-12-23,In Room Dining(K),(컨)공기밥,Steamed Rice,N,2
2024-12-23,In Room Dining(K),(컨)김치찌개,Kimchi Stew,N,4
2024-12-23,In Room Dining(K),(컨)낙지볶음과 소면,"Sauteed Fresh Small Octopus “Nakji-bokkeum” with Noodle, Green Salad, Watery Kimchi ",N,1
2024-12-23,In Room Dining(K),(컨)안심크림 스파게티,Pasta/ Creme di Manzo (Beef Tenderloin),N,1
2024-12-23,In Room Dining(K),(컨)어린이-활전복죽,Children-Abalone Rice Porridge,N,1
2024-12-23,In Room Dining(K),(컨)전복 된장찌개,Baby Abalone & Black Soybean,N,1
2024-12-23,In Room Dining(K),(컨)찹스테이크,Beef Tenderloin Chop Steak,N,1
2024-12-23,In Room Dining(K),(컨)토마토 스파게티,"Pasta/ Pomodoro di Mare (Burrata, Seafood)",N,2
2024-12-23,In Room Dining(K),(컨)한국식 조찬,Korean Breakfast,N,2
2024-12-23,In Room Dining(K),(컨)한식국,Korean Soup,N,1
2024-12-23,In Room Dining(K),(컨)한우버섯 불고기정식,"Korean Beef ""Bulgogi""",N,1
2024-12-23,In Room Dining(K),1340문배주(300ml),Munbaeju,N,2
2024-12-23,In Room Dining(K),F2 (통과일바구니-중),F2 (통과일바구니-중),N,1
2024-12-23,In Room Dining(K),간고등어정식,Grilled Salted Mackerel,N,3
2024-12-23,In Room Dining(K),곤드레 돌솥보리밥,Stone-cooked Barley Rice in Gondeure Soybean Paste with Dried Radish Greens,N,3
2024-12-23,In Room Dining(K),공기밥,Steamed Rice,N,12
2024-12-23,In Room Dining(K),기본 1찬,Side Dish 1kind,N,2
2024-12-23,In Room Dining(K),김치찌개,Pork and Kimchi Stew,N,6
2024-12-23,In Room Dining(K),꽃등심스테이크,Grilled Beef Rib-eye Steak with Red wine sauce,N,1
2024-12-23,In Room Dining(K),낙지볶음소면,Sauteed Small Octopus with Noodles,N,3
2024-12-23,In Room Dining(K),더덕 흑돼지구이,Grilled Black Pork and Deodeok,N,2
2024-12-23,In Room Dining(K),더덕주(360ml),Deodeokju,N,1
2024-12-23,In Room Dining(K),딸기라떼,Strawberry Latte,N,1
2024-12-23,In Room Dining(K),모둠 계절과일,Platter of Various Fresh Fruit,N,1
2024-12-23,In Room Dining(K),미국식 조식(P),American Breakfast,N,2
2024-12-23,In Room Dining(K),미나리 꼬리 곰탕(P),Water Parsley Oxtail Soup,N,2
2024-12-23,In Room Dining(K),산야초 은갈치조림,Wild Vegetation Hairtail Stew,N,2
2024-12-23,In Room Dining(K),설중매(360ml),Seoljungmae is Korean Traditional green Plum Wine with a Mild Flavor and Tastes,N,5
2024-12-23,In Room Dining(K),소면사리 추가,Thin Noodles,N,2
2024-12-23,In Room Dining(K),쉐프추천 건강주스,Chef-Recommended Health Juice,N,1
2024-12-23,In Room Dining(K),아메리카노(로봇),Americano(AI),N,12
2024-12-23,In Room Dining(K),아이스 아메리카노(로봇),Iced Americano(AI),N,5
2024-12-23,In Room Dining(K),아이스커피 ,Ice Coffee,N,3
2024-12-23,In Room Dining(K),안심 크림소스 스파게티,Beef Tenderloin Spaghetti,N,2
2024-12-23,In Room Dining(K),안심스테이크,Tenderloin Steak,N,1
2024-12-23,In Room Dining(K),야채쌈,Leaf Wraps,N,1
2024-12-23,In Room Dining(K),어린이-안심크림파스타,Sirloin Cream Tricolor Pasta,N,1
2024-12-23,In Room Dining(K),어린이-치즈불고기정식,"Children-""Bulgogi"" Pan-fried",N,2
2024-12-23,In Room Dining(K),얼음,Ice bucket,N,1
2024-12-23,In Room Dining(K),연인패키지(과일+와인),couple pakage,N,1
2024-12-23,In Room Dining(K),일품진로(375ml),Super Premium Soju,N,2
2024-12-23,In Room Dining(K),전복 된장찌개,"Baby abalone &Black soybean, Bean paste soup",N,2
2024-12-23,In Room Dining(K),찹 스테이크,Chop Steak(Beef Tenderloin),N,4
2024-12-23,In Room Dining(K),카스(330ml),Cass beer,N,5
2024-12-23,In Room Dining(K),콜라(250ml),Coke,N,1
2024-12-23,In Room Dining(K),특별해장국(곤드레해장국),Thistle Hangover Soup,N,2
2024-12-23,In Room Dining(K),하우스1340 (R),House Red Wine,N,1
2024-12-23,In Room Dining(K),하이원 비프 치즈 버거,Beef Cheeseburger with Sloppy Joe,N,1
2024-12-23,In Room Dining(K),한국식 조찬,Korean Breakfast,N,7
2024-12-23,In Room Dining(K),한우 불고기 정식,"Traditional Korean Beef ""Bulgogi"" Pan-fried",N,2
2024-12-23,In Room Dining(K),해산물 토마토스파게티,Seafood Spaghetti with Tomato Sauce,N,1
2024-12-23,In Room Dining(K),활전복죽,Rice Porridge “Jeonbok-juk” with Live Abalone and Condiments ,N,5
2024-12-23,In Room Dining(K),후라이드 닭다리살과 오징어튀김,Fried Chicken Drumstick and Grilled Sausage,N,5
2024-12-24,In Room Dining(K),(VIP) F1,F1(VIP),N,2
2024-12-24,In Room Dining(K),(컨)간고등어구이정식,Grilled Salted Mackerel,N,4
2024-12-24,In Room Dining(K),(컨)계란후라이,Fried Eggs,N,2
2024-12-24,In Room Dining(K),(컨)계절과일과 모둠치즈,Fresh Fruits & Assorted Cheeses,N,1
2024-12-24,In Room Dining(K),(컨)공기밥,Steamed Rice,N,4
2024-12-24,In Room Dining(K),(컨)김추가,,N,1
2024-12-24,In Room Dining(K),(컨)김치찌개,Kimchi Stew,N,7
2024-12-24,In Room Dining(K),(컨)미나리 꼬리 곰탕(P),Water Parsley Oxtail Soup,N,1
2024-12-24,In Room Dining(K),(컨)아이스커피,Ice Coffee,N,1
2024-12-24,In Room Dining(K),(컨)어린이-모듬튀김,Children-Assorted Fried Food Formality,N,1
2024-12-24,In Room Dining(K),(컨)어린이-새우볶음밥&소떡세트,Shirimp Fried Rice & Octopus-Shaped Sausage ,N,1
2024-12-24,In Room Dining(K),(컨)오렌지주스,Fresh Orange Juice,N,1
2024-12-24,In Room Dining(K),(컨)전복 된장찌개,Baby Abalone & Black Soybean,N,2
2024-12-24,In Room Dining(K),(컨)찹스테이크,Beef Tenderloin Chop Steak,N,1
2024-12-24,In Room Dining(K),(컨)키위주스,Fresh Kiwi Juice,N,1
2024-12-24,In Room Dining(K),(컨)한우버섯 불고기정식,"Korean Beef ""Bulgogi""",N,2
2024-12-24,In Room Dining(K),(컨)후라이드 닭다리살과 오징어튀김,Fried Chicken Thighs and Fried Whole Calamari,N,2
2024-12-24,In Room Dining(K),1340문배주(300ml),Munbaeju,N,2
2024-12-24,In Room Dining(K),간고등어정식,Grilled Salted Mackerel,N,2
2024-12-24,In Room Dining(K),계란후라이,Fried Eggs,N,2
2024-12-24,In Room Dining(K),계절과일 (1인),Fresh Fruits in Season (Per Person),N,2
2024-12-24,In Room Dining(K),곤드레 돌솥보리밥,Stone-cooked Barley Rice in Gondeure Soybean Paste with Dried Radish Greens,N,2
2024-12-24,In Room Dining(K),공기밥,Steamed Rice,N,10
2024-12-24,In Room Dining(K),김치찌개,Pork and Kimchi Stew,N,12
2024-12-24,In Room Dining(K),낙지볶음소면,Sauteed Small Octopus with Noodles,N,3
2024-12-24,In Room Dining(K),더덕 흑돼지구이,Grilled Black Pork and Deodeok,N,1
2024-12-24,In Room Dining(K),딸기라떼,Strawberry Latte,N,2
2024-12-24,In Room Dining(K),미국식 조식(P),American Breakfast,N,4
2024-12-24,In Room Dining(K),미나리 꼬리 곰탕(P),Water Parsley Oxtail Soup,N,4
2024-12-24,In Room Dining(K),산야초 은갈치조림,Wild Vegetation Hairtail Stew,N,1
2024-12-24,In Room Dining(K),설중매(360ml),Seoljungmae is Korean Traditional green Plum Wine with a Mild Flavor and Tastes,N,2
2024-12-24,In Room Dining(K),소등심 가지볶음,Stir-fried Beef Sirloin with Eggplant in Hot Spices,N,3
2024-12-24,In Room Dining(K),아메리카노(로봇),Americano(AI),N,17
2024-12-24,In Room Dining(K),아이스 아메리카노(로봇),Iced Americano(AI),N,7
2024-12-24,In Room Dining(K),아이스커피 ,Ice Coffee,N,1
2024-12-24,In Room Dining(K),안심 크림소스 스파게티,Beef Tenderloin Spaghetti,N,1
2024-12-24,In Room Dining(K),안심스테이크,Tenderloin Steak,N,4
2024-12-24,In Room Dining(K),약선 활전복 보양탕,Medicinal Mushroom & Abalone Health Soup,N,1
2024-12-24,In Room Dining(K),어린이-모듬튀김정식,Children-Assorted Fried Food Formality,N,1
2024-12-24,In Room Dining(K),어린이-치즈불고기정식,"Children-""Bulgogi"" Pan-fried",N,1
2024-12-24,In Room Dining(K),연인패키지(과일+와인),couple pakage,N,3
2024-12-24,In Room Dining(K),전복 된장찌개,"Baby abalone &Black soybean, Bean paste soup",N,3
2024-12-24,In Room Dining(K),주방장 추천스프,Chef's Special Soup,N,1
2024-12-24,In Room Dining(K),찹 스테이크,Chop Steak(Beef Tenderloin),N,1
2024-12-24,In Room Dining(K),카스(330ml),Cass beer,N,1
2024-12-24,In Room Dining(K),커피,Coffee,N,2
2024-12-24,In Room Dining(K),콜라(250ml),Coke,N,2
2024-12-24,In Room Dining(K),특별해장국(소고기무국),Beef and Radish Soup,N,4
2024-12-24,In Room Dining(K),포기김치,Kimchi,N,1
2024-12-24,In Room Dining(K),하이원 비프 치즈 버거,Beef Cheeseburger with Sloppy Joe,N,3
2024-12-24,In Room Dining(K),한국식 조찬,Korean Breakfast,N,10
2024-12-24,In Room Dining(K),한우 불고기 정식,"Traditional Korean Beef ""Bulgogi"" Pan-fried",N,6
2024-12-24,In Room Dining(K),해산물 토마토스파게티,Seafood Spaghetti with Tomato Sauce,N,4
2024-12-24,In Room Dining(K),활전복죽,Rice Porridge “Jeonbok-juk” with Live Abalone and Condiments ,N,1
2024-12-24,In Room Dining(K),후라이드 닭다리살과 오징어튀김,Fried Chicken Drumstick and Grilled Sausage,N,1
2024-12-25,In Room Dining(K),(VIP) A/C1,A. Cheese(VIP),N,1
2024-12-25,In Room Dining(K),(VIP) F/C2,A.Fruits((VIP),N,1
2024-12-25,In Room Dining(K),(VIP) F1,F1(VIP),N,1
2024-12-25,In Room Dining(K),(컨)간고등어구이정식,Grilled Salted Mackerel,N,4
2024-12-25,In Room Dining(K),(컨)공기밥,Steamed Rice,N,9
2024-12-25,In Room Dining(K),(컨)기본4찬 추가,,N,1
2024-12-25,In Room Dining(K),(컨)김추가,,N,1
2024-12-25,In Room Dining(K),(컨)김치찌개,Kimchi Stew,N,13
2024-12-25,In Room Dining(K),(컨)낙지볶음과 소면,"Sauteed Fresh Small Octopus “Nakji-bokkeum” with Noodle, Green Salad, Watery Kimchi ",N,2
2024-12-25,In Room Dining(K),(컨)딸기라떼,Strawberry Latte,N,1
2024-12-25,In Room Dining(K),(컨)미국식 조식(P),American Breakfast,N,2
2024-12-25,In Room Dining(K),(컨)소고기등심 가지볶음,Stir-fried Beef Sirloin,N,2
2024-12-25,In Room Dining(K),(컨)아이스커피,Ice Coffee,N,2
2024-12-25,In Room Dining(K),(컨)안심크림 스파게티,Pasta/ Creme di Manzo (Beef Tenderloin),N,1
2024-12-25,In Room Dining(K),(컨)어린이-치즈불고기정식,"Children-""Bulgogi"" Pan-fried",N,3
2024-12-25,In Room Dining(K),(컨)오렌지주스,Fresh Orange Juice,N,3
2024-12-25,In Room Dining(K),(컨)전복 된장찌개,Baby Abalone & Black Soybean,N,4
2024-12-25,In Room Dining(K),(컨)찹스테이크,Beef Tenderloin Chop Steak,N,1
2024-12-25,In Room Dining(K),(컨)키위주스,Fresh Kiwi Juice,N,2
2024-12-25,In Room Dining(K),(컨)팬 케이크(P),Pan Cakes,N,1
2024-12-25,In Room Dining(K),(컨)한국식 조찬,Korean Breakfast,N,7
2024-12-25,In Room Dining(K),(컨)활 전복죽,Rice Porridge with Abalone,N,1
2024-12-25,In Room Dining(K),(컨)후라이드 닭다리살과 오징어튀김,Fried Chicken Thighs and Fried Whole Calamari,N,3
2024-12-25,In Room Dining(K),1340문배주(300ml),Munbaeju,N,2
2024-12-25,In Room Dining(K),간고등어정식,Grilled Salted Mackerel,N,7
2024-12-25,In Room Dining(K),계란후라이,Fried Eggs,N,5
2024-12-25,In Room Dining(K),계절과일 (1인),Fresh Fruits in Season (Per Person),N,1
2024-12-25,In Room Dining(K),곤드레 돌솥보리밥,Stone-cooked Barley Rice in Gondeure Soybean Paste with Dried Radish Greens,N,2
2024-12-25,In Room Dining(K),공기밥,Steamed Rice,N,19
2024-12-25,In Room Dining(K),기본 1찬,Side Dish 1kind,N,3
2024-12-25,In Room Dining(K),김치찌개,Pork and Kimchi Stew,N,20
2024-12-25,In Room Dining(K),꽃등심스테이크,Grilled Beef Rib-eye Steak with Red wine sauce,N,8
2024-12-25,In Room Dining(K),낙지볶음소면,Sauteed Small Octopus with Noodles,N,4
2024-12-25,In Room Dining(K),더덕 흑돼지구이,Grilled Black Pork and Deodeok,N,2
2024-12-25,In Room Dining(K),더덕주(360ml),Deodeokju,N,1
2024-12-25,In Room Dining(K),랑데 뷰 프리미어 까베르네 시라(레드/프랑스),Rendez Vous Premier Cabernet Sauvignon(France),N,1
2024-12-25,In Room Dining(K),모둠 계절과일,Platter of Various Fresh Fruit,N,3
2024-12-25,In Room Dining(K),미국식 조식(P),American Breakfast,N,7
2024-12-25,In Room Dining(K),미나리 꼬리 곰탕(P),Water Parsley Oxtail Soup,N,2
2024-12-25,In Room Dining(K),버시오 모스카또 다스티(화이트/이탈리아),Bosio Moscato d’Asti,N,1
2024-12-25,In Room Dining(K),비프 머쉬룸 마샬라,Beef Mushroom Marsala,N,1
2024-12-25,In Room Dining(K),산야초 은갈치조림,Wild Vegetation Hairtail Stew,N,1
2024-12-25,In Room Dining(K),소등심 가지볶음,Stir-fried Beef Sirloin with Eggplant in Hot Spices,N,2
2024-12-25,In Room Dining(K),소면사리 추가,Thin Noodles,N,1
2024-12-25,In Room Dining(K),쉐프추천 건강주스,Chef-Recommended Health Juice,N,2
2024-12-25,In Room Dining(K),스톤베이 쇼비뇽 블랑(화이트/뉴질랜드),Stone Bay Sauvignon Blanc (New Zealand),N,1
2024-12-25,In Room Dining(K),아메리카노(로봇),Americano(AI),N,17
2024-12-25,In Room Dining(K),아이스 아메리카노(로봇),Iced Americano(AI),N,14
2024-12-25,In Room Dining(K),아이스커피 ,Ice Coffee,N,7
2024-12-25,In Room Dining(K),안심 고사리 파스타(P),Beef Tenderloin Fern Oil Pasta,N,5
